MORATORIUM TYPE,STREET ADDRESS BEGIN,STREET ADDRESS END,STREET ADDRESS PREFIX,STREET NAME,STREET NAME SUFFIX,START DATE,EXPIRATION DATE
Street Resurfacing,5600,5659,S,WASHTENAW,AVE,2011-07-11T00:00:00,2017-01-18T00:00:00
Street Resurfacing,10100,10200,S,UNION,AVE,2015-10-20T00:00:00,2020-10-20T00:00:00
Traffic Restriction,100,117,W,ARCADE,PL,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,4900,4959,W,CORTEZ,ST,2012-05-18T00:00:00,2017-05-18T00:00:00
Street Resurfacing,800,951,S,HALSTED,ST,2011-07-11T00:00:00,2017-08-16T00:00:00
Street Resurfacing,2001,2359,N,KEELER,AVE,2014-11-10T00:00:00,2019-11-10T00:00:00
Median Landscaped,2200,2525,N,CLARK,ST,2013-03-07T00:00:00,2028-03-07T00:00:00
Street Resurfacing,658,755,N,HUDSON,AVE,2012-09-25T00:00:00,2017-09-25T00:00:00
Street Resurfacing,1334,1375,N,DEAN,ST,2015-10-16T00:00:00,2020-10-16T00:00:00
Street Resurfacing,3900,3959,W,102ND,ST,2014-10-07T00:00:00,2019-10-07T00:00:00
Street Resurfacing,1,1659,S,PULASKI,RD,2012-06-11T00:00:00,2017-06-04T00:00:00
Traffic Restriction,100,299,S,MCCORMICK PL BUSWAY,,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,1414,1487,W,SUMMERDALE,AVE,2011-12-01T00:00:00,2016-12-01T00:00:00
Street Resurfacing,3100,3257,S,KEDVALE,AVE,2015-06-18T00:00:00,2020-06-18T00:00:00
Street Resurfacing,11900,12258,S,STEWART,AVE,2015-01-12T00:00:00,2019-02-25T00:00:00
Street Resurfacing,1201,1359,W,MELROSE,ST,2012-06-07T00:00:00,2017-05-30T00:00:00
Street Resurfacing,1637,1745,N,BISSELL,ST,2013-06-28T00:00:00,2018-05-01T00:00:00
Street Resurfacing,9500,9539,S,MERRION,AVE,2015-11-02T00:00:00,2020-11-02T00:00:00
Street Resurfacing,7329,7445,N,PAULINA,ST,2013-09-06T00:00:00,2018-08-30T00:00:00
Street Resurfacing,8600,8659,S,CALUMET,AVE,2014-10-11T00:00:00,2019-10-11T00:00:00
Street Resurfacing,7101,7579,S,COLES,AVE,2013-12-19T00:00:00,2018-12-19T00:00:00
Traffic Restriction,640,671,W,FULTON,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Traffic Restriction,152,199,N,BREAKWATER ACCESS,,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,6320,6435,N,PAULINA,ST,2011-08-16T00:00:00,2016-11-20T00:00:00
Street Resurfacing,1500,1533,W,BALMORAL,AVE,2014-08-29T00:00:00,2019-08-29T00:00:00
Street Resurfacing,1,529,S,CENTRAL,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,7600,7659,N,GREENVIEW,AVE,2014-09-08T00:00:00,2019-09-08T00:00:00
Street Resurfacing,7432,7559,N,RIDGE,AVE,2014-09-09T00:00:00,2019-09-09T00:00:00
Street Resurfacing,1000,1025,S,FRANCISCO,AVE,2012-05-23T00:00:00,2017-05-23T00:00:00
Street Resurfacing,1800,1973,W,WINONA,ST,2011-10-19T00:00:00,2016-10-19T00:00:00
Traffic Restriction,50,81,E,WACKER,PL,2015-01-09T00:00:00,2025-12-31T00:00:00
Street Resurfacing,6400,7561,N,CLARK,ST,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,4300,4358,W,SHAKESPEARE,AVE,2014-09-05T00:00:00,2019-09-05T00:00:00
Street Resurfacing,4700,4743,S,ROCKWELL,ST,2014-11-21T00:00:00,2019-11-21T00:00:00
Street Resurfacing,1350,1559,W,104TH,ST,2015-01-12T00:00:00,2019-10-20T00:00:00
Street Resurfacing,3200,3259,W,FLOURNOY,ST,2014-04-08T00:00:00,2019-04-08T00:00:00
Street Resurfacing,1601,1959,N,FRANCISCO,AVE,2013-06-28T00:00:00,2018-05-13T00:00:00
Street Resurfacing,3201,3359,N,LAKEWOOD,AVE,2012-08-21T00:00:00,2017-08-08T00:00:00
Street Resurfacing,7300,7459,S,VERNON,AVE,2015-09-09T00:00:00,2020-09-09T00:00:00
Street Resurfacing,5400,5559,N,SAWYER,AVE,2011-08-18T00:00:00,2017-09-03T00:00:00
Street Resurfacing,801,959,N,LOCKWOOD,AVE,2013-08-23T00:00:00,2018-07-09T00:00:00
Street Construction,8700,8755,S,LOWE,AVE,2015-08-14T00:00:00,2025-07-15T00:00:00
Street Resurfacing,500,665,E,114TH,ST,2012-06-15T00:00:00,2018-06-15T00:00:00
Street Resurfacing,5924,6039,N,RIDGE,AVE,2014-09-22T00:00:00,2019-09-21T00:00:00
Street Resurfacing,3800,3859,W,EDDY,ST,2014-07-16T00:00:00,2019-07-16T00:00:00
Street Resurfacing,4400,4555,N,ARTESIAN,AVE,2011-08-01T00:00:00,2016-10-26T00:00:00
Street Resurfacing,7532,7624,S,CENTRAL PARK,AVE,2012-05-14T00:00:00,2017-05-14T00:00:00
Street Resurfacing,5300,5459,S,NARRAGANSETT,AVE,2014-11-01T00:00:00,2019-11-01T00:00:00
Street Resurfacing,9500,9553,S,AVENUE N,,2012-12-17T00:00:00,2019-12-31T00:00:00
Street Resurfacing,1,109,S,FRANKLIN,ST,2015-08-29T00:00:00,2020-08-29T00:00:00
Street Resurfacing,1,151,S,STATE,ST,2014-09-02T00:00:00,2019-09-01T00:00:00
Street Resurfacing,3600,3759,N,HARDING,AVE,2013-02-01T00:00:00,2018-02-01T00:00:00
Street Resurfacing,5532,5659,S,DR MARTIN LUTHER KING JR,DR,2013-10-01T00:00:00,2018-10-01T00:00:00
Street Resurfacing,4524,4728,N,KENNICOTT,AVE,2013-08-22T00:00:00,2018-07-24T00:00:00
Street Resurfacing,2200,2356,W,BERWYN,AVE,2015-09-28T00:00:00,2020-09-28T00:00:00
Street Resurfacing,5600,7558,N,HARLEM,AVE,2013-07-01T00:00:00,2018-07-01T00:00:00
Median Landscaped,30,761,W,87TH,ST,2000-10-01T00:00:00,2030-10-01T00:00:00
Street Resurfacing,5100,5259,S,AUSTIN,AVE,2011-07-20T00:00:00,2017-09-03T00:00:00
Street Resurfacing,7300,7459,S,EBERHART,AVE,2015-09-09T00:00:00,2020-09-09T00:00:00
Street Resurfacing,6200,6359,N,MOZART,ST,2012-07-05T00:00:00,2017-07-05T00:00:00
Street Resurfacing,2700,2757,W,FARGO,AVE,2014-06-02T00:00:00,2019-06-02T00:00:00
Street Resurfacing,2432,2459,N,LECLAIRE,AVE,2013-08-20T00:00:00,2018-08-20T00:00:00
Street Resurfacing,2800,2859,W,FARGO,AVE,2011-10-28T00:00:00,2016-10-26T00:00:00
Street Resurfacing,5800,5865,N,KIRBY,AVE,2011-09-20T00:00:00,2016-09-20T00:00:00
Street Resurfacing,2300,2359,N,LAKEWOOD,AVE,2014-06-13T00:00:00,2019-06-13T00:00:00
Street Resurfacing,5559,5959,N,CALIFORNIA,AVE,2012-09-25T00:00:00,2017-08-23T00:00:00
Planned Street Resurfacing,3696,3717,S,ARCHER,AVE,2013-02-15T00:00:00,2018-02-15T00:00:00
Street Resurfacing,2300,2359,W,LYNDALE,ST,2011-08-10T00:00:00,2015-12-10T00:00:00
Street Resurfacing,7632,7665,W,ARDMORE,AVE,2013-05-31T00:00:00,2018-05-31T00:00:00
Street Resurfacing,5025,5125,W,52ND,ST,2011-07-20T00:00:00,2017-08-27T00:00:00
Street Resurfacing,5600,5659,S,NEENAH,AVE,2015-08-05T00:00:00,2020-08-05T00:00:00
Street Construction,1200,1821,S,HOMAN,AVE,2012-11-29T00:00:00,2017-11-29T00:00:00
Street Resurfacing,8600,8659,S,BENNETT,AVE,2014-06-03T00:00:00,2019-06-03T00:00:00
Traffic Restriction,700,779,W,QUINCY,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,3400,3459,S,WOLCOTT,AVE,2011-08-09T00:00:00,2016-09-24T00:00:00
Street Resurfacing,1700,1723,N,CRILLY,CT,2011-08-16T00:00:00,2017-08-23T00:00:00
Street Resurfacing,5832,5959,W,BLOOMINGDALE,AVE,2014-04-25T00:00:00,2019-04-25T00:00:00
Street Resurfacing,2915,2999,N,LAWNDALE,AVE,2014-07-21T00:00:00,2019-07-21T00:00:00
Street Resurfacing,2300,2359,W,FLOURNOY,ST,2012-10-04T00:00:00,2017-10-04T00:00:00
Street Resurfacing,2400,2559,W,46TH,PL,2011-07-11T00:00:00,2017-11-12T00:00:00
Street Resurfacing,3700,3759,W,AGATITE,AVE,2014-10-15T00:00:00,2019-10-15T00:00:00
Street Resurfacing,5600,5759,S,COTTAGE GROVE,AVE,2012-04-30T00:00:00,2017-04-30T00:00:00
Street Resurfacing,6301,7965,S,PULASKI,RD,2012-07-11T00:00:00,2017-07-11T00:00:00
Street Resurfacing,6301,7965,S,PULASKI,RD,2012-07-11T00:00:00,2017-07-11T00:00:00
Street Resurfacing,3800,3959,W,82ND,ST,2012-04-27T00:00:00,2017-04-27T00:00:00
Traffic Restriction,1,599,E,WACKER,DR,2015-01-09T00:00:00,2025-12-31T00:00:00
Street Resurfacing,200,349,N,STETSON,AVE,2011-08-16T00:00:00,2017-09-29T00:00:00
Street Resurfacing,11201,11487,S,CHURCH,ST,2013-07-12T00:00:00,2018-06-03T00:00:00
Street Resurfacing,3600,3758,N,BOSWORTH,AVE,2012-04-27T00:00:00,2017-04-27T00:00:00
Street Resurfacing,3928,4567,W,OGDEN,AVE,2011-08-19T00:00:00,2021-08-19T00:00:00
Street Resurfacing,917,1251,W,ALTGELD,ST,2011-08-16T00:00:00,2016-11-09T00:00:00
Street Resurfacing,11630,11659,S,SANGAMON,ST,2015-01-12T00:00:00,2019-10-14T00:00:00
Street Resurfacing,3057,3153,N,WASHTENAW,AVE,2015-07-15T00:00:00,2020-07-15T00:00:00
Street Resurfacing,600,799,E,31ST,ST,2012-10-05T00:00:00,2017-10-05T00:00:00
Street Construction,3901,4459,S,MORGAN,ST,2012-11-29T00:00:00,2017-11-29T00:00:00
Street Resurfacing,2000,2359,E,MARQUETTE,RD,2014-08-26T00:00:00,2019-08-25T00:00:00
Street Resurfacing,8461,8651,S,BALTIMORE,AVE,2014-11-10T00:00:00,2019-11-10T00:00:00
Street Resurfacing,6901,7359,S,YALE,AVE,2012-10-11T00:00:00,2017-08-27T00:00:00
Street Resurfacing,6901,7359,S,YALE,AVE,2012-10-11T00:00:00,2017-08-27T00:00:00
Street Resurfacing,500,827,E,MARQUETTE,RD,2013-04-18T00:00:00,2016-11-25T00:00:00
Street Resurfacing,723,825,S,CICERO,AVE,2012-05-11T00:00:00,2017-05-11T00:00:00
Street Resurfacing,4400,4525,W,77TH,PL,2011-07-11T00:00:00,2017-10-18T00:00:00
Street Resurfacing,10126,10257,S,BENSLEY,AVE,2012-02-14T00:00:00,2017-02-14T00:00:00
Street Resurfacing,1601,1793,W,WINNEMAC,AVE,2012-12-18T00:00:00,2017-12-01T00:00:00
Street Resurfacing,2900,2959,N,MARMORA,AVE,2013-06-26T00:00:00,2018-06-26T00:00:00
Street Resurfacing,2600,3159,S,LOWE,AVE,2015-06-15T00:00:00,2020-06-15T00:00:00
Street Resurfacing,69,99,E,RANDOLPH,ST,2012-05-07T00:00:00,2017-05-02T00:00:00
Street Resurfacing,6500,6559,N,MINNETONKA,AVE,2013-06-17T00:00:00,2018-06-17T00:00:00
Street Construction,2200,2367,N,LISTER,AVE,2011-09-26T00:00:00,2020-10-01T00:00:00
Street Resurfacing,2200,2958,N,SEELEY,AVE,2012-04-30T00:00:00,2017-04-30T00:00:00
Street Resurfacing,2516,2561,W,PENSACOLA,AVE,2011-07-25T00:00:00,2017-11-19T00:00:00
Street Resurfacing,11630,11733,S,UNION,AVE,2012-04-30T00:00:00,2017-04-30T00:00:00
Street Resurfacing,8731,8750,S,HARVARD,AVE,2013-07-01T00:00:00,2018-06-05T00:00:00
Street Resurfacing,4800,5099,W,LEXINGTON,ST,2012-05-11T00:00:00,2017-05-11T00:00:00
Street Resurfacing,2001,2159,W,CHURCHILL,ST,2012-12-20T00:00:00,2017-11-30T00:00:00
Street Resurfacing,8228,8259,S,TALMAN,AVE,2011-08-10T00:00:00,2017-05-12T00:00:00
Street Resurfacing,5000,5059,S,EAST END,AVE,2012-11-01T00:00:00,2017-11-01T00:00:00
Street Resurfacing,1,19,E,46TH,ST,2013-12-23T00:00:00,2018-12-23T00:00:00
Street Resurfacing,4910,5059,S,CAMPBELL,AVE,2013-05-07T00:00:00,2018-05-07T00:00:00
Street Resurfacing,854,951,N,RUSH,ST,2014-10-31T00:00:00,2019-10-31T00:00:00
Street Resurfacing,5228,5228,W,GRAND,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,1,101,W,CERMAK,RD,2012-09-12T00:00:00,2017-05-14T00:00:00
Street Resurfacing,471,471,N,MORGAN,ST,2012-05-11T00:00:00,2017-05-08T00:00:00
Street Resurfacing,732,828,S,KOLMAR,AVE,2015-07-08T00:00:00,2020-07-08T00:00:00
Street Resurfacing,3300,3521,N,KEELER,AVE,2011-08-15T00:00:00,2017-12-08T00:00:00
Street Resurfacing,4600,4661,N,HARDING,AVE,2015-05-07T00:00:00,2020-05-07T00:00:00
Street Resurfacing,4300,4359,W,SCHUBERT,AVE,2011-12-02T00:00:00,2016-11-02T00:00:00
Street Resurfacing,1400,1447,W,ESTES,AVE,2014-09-03T00:00:00,2019-09-03T00:00:00
Street Resurfacing,7800,7800,S,RIDGELAND,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,2400,2459,W,HADDON,AVE,2011-08-18T00:00:00,2016-07-01T00:00:00
Street Resurfacing,10500,10759,S,SACRAMENTO,AVE,2011-07-31T00:00:00,2017-06-18T00:00:00
Street Resurfacing,8700,8857,S,MORGAN,ST,2011-05-27T00:00:00,2016-05-03T00:00:00
Street Resurfacing,1900,1973,N,FREMONT,ST,2012-04-19T00:00:00,2017-04-19T00:00:00
Street Resurfacing,2200,2259,W,19TH,ST,2014-11-07T00:00:00,2019-11-07T00:00:00
Street Resurfacing,1701,1959,N,KEYSTONE,AVE,2014-07-15T00:00:00,2019-07-15T00:00:00
Street Resurfacing,2100,2147,W,51ST,PL,2011-10-28T00:00:00,2016-10-18T00:00:00
Street Resurfacing,6400,6459,N,SACRAMENTO,AVE,2012-07-02T00:00:00,2017-07-02T00:00:00
Street Resurfacing,2700,2759,N,KILDARE,AVE,2013-08-19T00:00:00,2018-08-19T00:00:00
Street Resurfacing,1200,1259,N,CAMPBELL,AVE,2012-05-30T00:00:00,2017-05-30T00:00:00
Street Resurfacing,3500,3563,N,PIONEER,AVE,2014-10-06T00:00:00,2019-10-06T00:00:00
Street Resurfacing,3800,3959,N,FRANCISCO,AVE,2011-10-07T00:00:00,2016-10-07T00:00:00
Street Resurfacing,3024,3239,E,93RD,ST,2011-09-09T00:00:00,2016-09-09T00:00:00
Street Resurfacing,300,425,S,KOLMAR,AVE,2012-09-11T00:00:00,2017-09-11T00:00:00
Street Resurfacing,4200,4359,W,GLADYS,AVE,2015-09-23T00:00:00,2020-09-23T00:00:00
Street Resurfacing,10800,10859,S,AVENUE B,,2012-07-13T00:00:00,2017-07-13T00:00:00
Street Resurfacing,9110,9139,S,SOUTH CHICAGO,AVE,2012-02-14T00:00:00,2017-02-14T00:00:00
Street Resurfacing,9400,9459,S,STONY ISLAND,AVE,2013-06-27T00:00:00,2018-06-27T00:00:00
Street Resurfacing,3000,3050,E,86TH,ST,2015-01-12T00:00:00,2019-09-03T00:00:00
Street Resurfacing,7,165,E,117TH,PL,2012-08-09T00:00:00,2017-07-12T00:00:00
Street Resurfacing,432,453,W,72ND,ST,2014-06-18T00:00:00,2019-06-18T00:00:00
Street Resurfacing,2000,2459,W,MORSE,AVE,2013-12-24T00:00:00,2018-12-24T00:00:00
Street Resurfacing,4000,4259,N,DRAKE,AVE,2011-07-24T00:00:00,2017-10-08T00:00:00
Street Resurfacing,3000,3059,N,HAMLIN,AVE,2012-05-07T00:00:00,2017-05-07T00:00:00
Street Resurfacing,1900,1973,N,KENMORE,AVE,2013-09-24T00:00:00,2018-09-24T00:00:00
Street Resurfacing,6000,6157,N,MONTICELLO,AVE,2012-06-29T00:00:00,2017-06-29T00:00:00
Street Resurfacing,4401,4555,N,FRANCISCO,AVE,2013-06-28T00:00:00,2018-04-25T00:00:00
Traffic Restriction,1,89,E,VAN BUREN,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,5000,5059,S,GREENWOOD,AVE,2015-08-11T00:00:00,2020-08-11T00:00:00
Street Resurfacing,4200,4259,W,TAYLOR,ST,2013-09-17T00:00:00,2018-09-17T00:00:00
Street Resurfacing,7845,7914,S,CHAPPEL,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,1,32,N,CLARK,ST,2014-12-04T00:00:00,2018-06-04T00:00:00
Street Resurfacing,3000,3149,W,FARGO,AVE,2011-10-28T00:00:00,2016-10-26T00:00:00
Street Resurfacing,900,958,W,DIVERSEY,AVE,2014-07-15T00:00:00,2019-07-15T00:00:00
Street Resurfacing,830,959,W,CARMEN,AVE,2011-10-28T00:00:00,2016-10-18T00:00:00
Street Resurfacing,4024,4125,S,VINCENNES,AVE,2011-08-15T00:00:00,2015-12-06T00:00:00
Street Resurfacing,2500,2829,W,LOGAN,BLVD,2011-07-21T00:00:00,2017-06-09T00:00:00
Street Resurfacing,6732,6759,W,WELLINGTON,AVE,2012-11-08T00:00:00,2017-11-08T00:00:00
Street Resurfacing,8100,8259,S,RHODES,AVE,2012-09-28T00:00:00,2017-09-28T00:00:00
Street Resurfacing,6812,7011,N,TONTY,AVE,2011-07-21T00:00:00,2017-11-29T00:00:00
Street Resurfacing,1600,1659,N,WOLCOTT,AVE,2012-07-20T00:00:00,2017-07-20T00:00:00
Street Resurfacing,8700,8831,S,ANTHONY,AVE,2014-06-03T00:00:00,2019-06-03T00:00:00
Street Resurfacing,5100,5259,W,ARGYLE,ST,2011-08-01T00:00:00,2017-11-29T00:00:00
Street Resurfacing,6300,6461,S,ELLIS,AVE,2013-05-29T00:00:00,2018-05-29T00:00:00
Street Resurfacing,2800,2859,W,WELLINGTON,AVE,2011-10-12T00:00:00,2016-10-12T00:00:00
Street Resurfacing,5600,5659,S,MORGAN,ST,2013-05-15T00:00:00,2018-05-15T00:00:00
Street Resurfacing,4032,4149,W,WILSON,AVE,2013-10-17T00:00:00,2018-10-17T00:00:00
Street Resurfacing,425,859,W,87TH,ST,2012-11-20T00:00:00,2017-11-19T00:00:00
Street Resurfacing,4632,4663,N,ROCKWELL,ST,2015-07-01T00:00:00,2020-07-01T00:00:00
Street Resurfacing,10300,10359,S,LEAVITT,ST,2015-09-02T00:00:00,2020-09-02T00:00:00
Street Resurfacing,3400,3453,S,HAMILTON,AVE,2011-12-02T00:00:00,2016-10-31T00:00:00
Street Resurfacing,5200,5214,N,WESLEY,TER,2012-10-05T00:00:00,2017-10-05T00:00:00
Street Resurfacing,11901,11959,S,PRINCETON,AVE,2012-10-11T00:00:00,2017-06-25T00:00:00
Street Resurfacing,7000,7059,S,CLAREMONT,AVE,2014-05-14T00:00:00,2019-05-14T00:00:00
Street Resurfacing,6200,6257,N,DRAKE,AVE,2015-08-14T00:00:00,2020-08-14T00:00:00
Street Resurfacing,5300,5300,W,PENSACOLA,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,5500,5557,S,KARLOV,AVE,2011-07-11T00:00:00,2017-10-19T00:00:00
Street Resurfacing,200,357,N,CONSERVATORY,DR,2015-09-01T00:00:00,2020-09-01T00:00:00
Street Resurfacing,5300,5459,S,LARAMIE,AVE,2011-07-24T00:00:00,2016-11-17T00:00:00
Street Resurfacing,7301,7359,S,MARSHFIELD,AVE,2012-10-11T00:00:00,2017-07-09T00:00:00
Street Resurfacing,4600,4800,N,SPRINGFIELD,AVE,2015-06-09T00:00:00,2020-06-09T00:00:00
Street Resurfacing,4700,4743,W,ADDISON,ST,2014-09-18T00:00:00,2019-09-18T00:00:00
Street Resurfacing,3224,3325,W,24TH,ST,2011-08-22T00:00:00,2016-08-11T00:00:00
Street Resurfacing,4700,5126,S,DAMEN,AVE,2011-08-19T00:00:00,2021-08-19T00:00:00
Street Resurfacing,2400,2459,N,SAYRE,AVE,2012-11-12T00:00:00,2017-11-12T00:00:00
Street Resurfacing,4134,4259,S,PRINCETON,AVE,2012-10-30T00:00:00,2017-10-30T00:00:00
Street Resurfacing,1800,1959,W,81ST,ST,2012-05-02T00:00:00,2017-05-02T00:00:00
Street Resurfacing,1700,1859,N,LAWNDALE,AVE,2013-09-09T00:00:00,2018-09-09T00:00:00
Street Resurfacing,4600,4759,N,CLARENDON,AVE,2013-10-01T00:00:00,2018-10-01T00:00:00
Street Resurfacing,2400,2459,N,LOREL,AVE,2011-07-25T00:00:00,2017-11-12T00:00:00
Street Resurfacing,3400,3459,W,WAVELAND,AVE,2014-06-16T00:00:00,2019-06-16T00:00:00
Street Resurfacing,4632,4661,S,SHIELDS,AVE,2013-07-23T00:00:00,2018-07-23T00:00:00
Street Resurfacing,2122,2232,W,116TH,PL,2011-08-01T00:00:00,2016-11-04T00:00:00
Street Resurfacing,3800,3863,N,PACIFIC,AVE,2014-10-07T00:00:00,2019-10-07T00:00:00
Street Resurfacing,3200,3259,E,85TH,ST,2014-09-09T00:00:00,2019-09-09T00:00:00
Street Resurfacing,11901,11959,S,YALE,AVE,2012-10-11T00:00:00,2017-06-25T00:00:00
Street Resurfacing,11901,11959,S,YALE,AVE,2012-10-11T00:00:00,2017-06-25T00:00:00
Street Resurfacing,4001,4359,N,LEAVITT,ST,2013-07-01T00:00:00,2018-05-06T00:00:00
Street Resurfacing,10600,10659,S,TROY,ST,2012-08-16T00:00:00,2017-08-16T00:00:00
Street Resurfacing,800,1600,N,LARAMIE,AVE,2012-10-03T00:00:00,2017-10-03T00:00:00
Street Resurfacing,1400,1459,W,ALTGELD,ST,2013-09-17T00:00:00,2018-09-17T00:00:00
Street Resurfacing,6700,6759,N,LIGHTFOOT,AVE,2011-10-28T00:00:00,2016-10-28T00:00:00
Street Resurfacing,2432,2527,W,108TH,ST,2015-07-29T00:00:00,2020-07-29T00:00:00
Traffic Restriction,1,441,E,WACKER LOWER,DR,2010-08-25T00:00:00,2025-12-31T00:00:00
Street Resurfacing,1800,2559,S,STATE,ST,2013-09-05T00:00:00,2018-09-05T00:00:00
Street Resurfacing,2400,2659,W,NORTH SHORE,AVE,2015-11-03T00:00:00,2020-10-09T00:00:00
Street Resurfacing,3900,3959,S,RACINE,AVE,2014-11-06T00:00:00,2019-11-06T00:00:00
Street Resurfacing,5200,5259,W,WARNER,AVE,2015-09-18T00:00:00,2020-09-18T00:00:00
Street Resurfacing,36,77,E,84TH,ST,2014-06-25T00:00:00,2019-06-25T00:00:00
Street Resurfacing,6700,6725,W,52ND,ST,2014-08-16T00:00:00,2019-08-16T00:00:00
Street Resurfacing,1932,2037,W,93RD,ST,2011-08-01T00:00:00,2016-11-03T00:00:00
Street Resurfacing,1102,1159,E,82ND,PL,2012-05-25T00:00:00,2017-05-14T00:00:00
Street Resurfacing,1600,1677,N,OAKLEY,AVE,2013-09-13T00:00:00,2018-09-13T00:00:00
Street Resurfacing,3301,3459,W,61ST,ST,2012-12-28T00:00:00,2017-12-12T00:00:00
Street Resurfacing,300,359,W,61ST,ST,2011-08-10T00:00:00,2017-11-10T00:00:00
Street Resurfacing,3011,3073,S,LOOMIS,ST,2011-08-09T00:00:00,2016-09-29T00:00:00
Street Resurfacing,4900,4932,W,CUYLER,AVE,2013-04-26T00:00:00,2018-04-26T00:00:00
Street Resurfacing,1200,1359,N,LOCKWOOD,AVE,2015-09-15T00:00:00,2020-09-15T00:00:00
Street Resurfacing,2448,2450,W,ADAMS,ST,2012-04-27T00:00:00,2017-04-27T00:00:00
Street Resurfacing,601,799,N,MILWAUKEE,AVE,2014-06-26T00:00:00,2019-06-26T00:00:00
Street Resurfacing,1,425,N,MORGAN,ST,2011-12-09T00:00:00,2016-12-09T00:00:00
Street Resurfacing,2700,2759,W,THOMAS,ST,2015-08-11T00:00:00,2020-08-11T00:00:00
Street Resurfacing,1,199,N,FRANKLIN,ST,2015-08-29T00:00:00,2020-08-29T00:00:00
Street Resurfacing,1200,1257,N,OAKLEY,AVE,2014-10-22T00:00:00,2019-10-22T00:00:00
Street Resurfacing,2100,2263,N,MELVINA,AVE,2015-10-01T00:00:00,2020-10-01T00:00:00
Street Resurfacing,9900,9965,S,AVENUE H,,2012-12-17T00:00:00,2019-12-31T00:00:00
Street Resurfacing,2800,2859,N,LONG,AVE,2012-10-12T00:00:00,2017-10-12T00:00:00
Street Resurfacing,6400,6465,S,DORCHESTER,AVE,2012-10-15T00:00:00,2017-10-15T00:00:00
Street Resurfacing,8015,8101,S,SANGAMON,ST,2014-09-18T00:00:00,2019-09-18T00:00:00
Street Resurfacing,10700,10859,S,TROY,ST,2011-09-21T00:00:00,2016-09-21T00:00:00
Street Resurfacing,4000,4159,W,32ND,ST,2011-08-22T00:00:00,2016-07-13T00:00:00
Street Resurfacing,2900,3035,S,INDIANA,AVE,2011-09-21T00:00:00,2016-09-21T00:00:00
Street Construction,8400,8432,S,HOLLAND,RD,2008-04-01T00:00:00,2018-04-01T00:00:00
Traffic Restriction,329,999,N,LAKE SHORE,DR,2015-11-09T00:00:00,2016-01-04T00:00:00
Traffic Restriction,329,999,N,LAKE SHORE,DR,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,11500,11595,S,INDIANA,AVE,2014-09-10T00:00:00,2019-09-10T00:00:00
Street Resurfacing,3802,4000,N,KEELER,AVE,2014-09-05T00:00:00,2019-09-05T00:00:00
Street Resurfacing,528,627,E,48TH,ST,2013-07-22T00:00:00,2019-07-22T00:00:00
Street Resurfacing,701,745,W,17TH,ST,2015-09-28T00:00:00,2020-09-28T00:00:00
Street Resurfacing,3232,3445,W,WABANSIA,AVE,2013-08-26T00:00:00,2018-08-26T00:00:00
Street Resurfacing,200,237,N,LAVERGNE,AVE,2012-09-05T00:00:00,2017-09-05T00:00:00
Street Resurfacing,7300,7331,W,LUNT,AVE,2012-11-05T00:00:00,2017-11-05T00:00:00
Street Resurfacing,4932,5059,W,BELLE PLAINE,AVE,2014-09-23T00:00:00,2019-09-23T00:00:00
Street Resurfacing,1700,1763,N,WASHTENAW,AVE,2015-01-12T00:00:00,2019-08-28T00:00:00
Street Resurfacing,1000,1049,N,LAKE SHORE,DR,2015-06-17T00:00:00,2020-06-17T00:00:00
Street Resurfacing,800,973,W,29TH,ST,2012-11-02T00:00:00,2017-11-02T00:00:00
Street Resurfacing,6900,7165,N,OTTAWA,AVE,2015-09-09T00:00:00,2020-09-09T00:00:00
Street Resurfacing,7600,7759,S,LUELLA,AVE,2012-05-18T00:00:00,2017-05-18T00:00:00
Street Resurfacing,4201,4359,W,VAN BUREN,ST,2013-07-01T00:00:00,2018-05-15T00:00:00
Street Resurfacing,9500,9542,S,PRAIRIE,AVE,2015-07-28T00:00:00,2020-07-28T00:00:00
Street Resurfacing,5032,5226,N,ORIOLE,AVE,2011-07-22T00:00:00,2018-06-08T00:00:00
Traffic Restriction,146,187,N,WEST WATER,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,3700,3759,W,25TH,ST,2011-08-22T00:00:00,2016-08-10T00:00:00
Street Resurfacing,1600,1743,W,91ST,ST,2013-12-26T00:00:00,2018-12-26T00:00:00
Street Resurfacing,2001,2169,N,RICHMOND,ST,2013-06-28T00:00:00,2018-05-03T00:00:00
