MORATORIUM TYPE,STREET ADDRESS BEGIN,STREET ADDRESS END,STREET ADDRESS PREFIX,STREET NAME,STREET NAME SUFFIX,START DATE,EXPIRATION DATE
Street Resurfacing,3624,3658,E,107TH,ST,2015-01-27T00:00:00,2019-08-12T00:00:00
Street Resurfacing,1500,1525,W,56TH,ST,2014-05-19T00:00:00,2019-05-19T00:00:00
Street Resurfacing,4400,4659,S,SPRINGFIELD,AVE,2011-09-21T00:00:00,2016-09-21T00:00:00
Street Resurfacing,2900,3059,W,BYRON,ST,2012-08-20T00:00:00,2017-08-20T00:00:00
Street Resurfacing,5800,5859,S,MERRIMAC,AVE,2015-06-15T00:00:00,2020-06-15T00:00:00
Street Resurfacing,5700,5931,W,WEST END,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,3933,3957,W,86TH,ST,2014-08-12T00:00:00,2019-08-12T00:00:00
Street Resurfacing,8532,8659,S,HAMLIN,AVE,2014-07-11T00:00:00,2019-07-11T00:00:00
Street Resurfacing,3418,3563,N,WHIPPLE,ST,2011-06-16T00:00:00,2016-06-07T00:00:00
Street Resurfacing,3934,3942,W,SCHOOL,ST,2014-10-27T00:00:00,2019-10-27T00:00:00
Street Resurfacing,2700,2867,E,88TH,ST,2011-08-17T00:00:00,2018-06-21T00:00:00
Street Resurfacing,6100,6167,N,KILDARE,AVE,2013-07-19T00:00:00,2018-07-19T00:00:00
Street Resurfacing,1213,1559,N,WALLER,AVE,2013-12-12T00:00:00,2018-12-13T00:00:00
Street Resurfacing,1100,1159,N,LOREL,AVE,2011-08-17T00:00:00,2017-09-29T00:00:00
Street Resurfacing,3500,3661,S,GILES,AVE,2014-11-06T00:00:00,2019-11-06T00:00:00
Street Resurfacing,4600,4631,N,VIRGINIA,AVE,2012-08-14T00:00:00,2017-08-14T00:00:00
Street Resurfacing,3200,3259,N,PACIFIC,AVE,2014-10-09T00:00:00,2019-10-09T00:00:00
Street Resurfacing,9459,9757,S,ESCANABA,AVE,2015-01-12T00:00:00,2019-04-25T00:00:00
Street Resurfacing,816,859,W,33RD,PL,2013-12-27T00:00:00,2018-12-27T00:00:00
Street Resurfacing,600,679,N,FRANKLIN,ST,2015-06-16T00:00:00,2020-06-16T00:00:00
Street Resurfacing,5500,5659,S,MENARD,AVE,2011-07-25T00:00:00,2016-11-10T00:00:00
Street Resurfacing,5300,5465,S,NEVA,AVE,2011-07-11T00:00:00,2017-09-17T00:00:00
Street Resurfacing,2000,2261,W,SUNNYSIDE,AVE,2011-07-25T00:00:00,2017-11-18T00:00:00
Street Resurfacing,11500,11540,S,PERRY,AVE,2014-09-05T00:00:00,2019-09-05T00:00:00
Street Resurfacing,2632,2659,W,NORTH SHORE,AVE,2015-08-21T00:00:00,2020-08-21T00:00:00
Street Resurfacing,6204,6207,S,PEORIA,DR,2012-08-13T00:00:00,2017-08-13T00:00:00
Street Resurfacing,1600,1677,N,CLAREMONT,AVE,2013-09-13T00:00:00,2018-09-13T00:00:00
Street Resurfacing,6000,6059,W,WRIGHTWOOD,AVE,2015-06-12T00:00:00,2020-06-12T00:00:00
Street Resurfacing,1800,1867,S,LAWNDALE,AVE,2012-09-05T00:00:00,2018-09-05T00:00:00
Street Resurfacing,2600,2651,N,RICHMOND,ST,2012-06-08T00:00:00,2017-06-08T00:00:00
Street Resurfacing,6201,6259,N,TROY,ST,2011-12-12T00:00:00,2016-12-02T00:00:00
Street Resurfacing,200,299,E,PEARSON,ST,2012-04-04T00:00:00,2017-04-04T00:00:00
Street Resurfacing,8000,8259,S,CALUMET,AVE,2014-06-24T00:00:00,2019-06-24T00:00:00
Street Resurfacing,1400,1553,W,FARGO,AVE,2014-09-05T00:00:00,2019-09-05T00:00:00
Street Resurfacing,5900,5925,W,BARRY,AVE,2012-05-08T00:00:00,2017-05-08T00:00:00
Street Resurfacing,10700,10759,S,TALMAN,AVE,2014-07-28T00:00:00,2019-07-28T00:00:00
Street Resurfacing,200,233,N,UNION,AVE,2014-11-03T00:00:00,2019-11-03T00:00:00
Street Resurfacing,741,781,W,ADAMS,ST,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,4100,4175,W,CORNELIA,AVE,2012-05-02T00:00:00,2017-05-02T00:00:00
Street Resurfacing,6000,6400,W,63RD,ST,2012-07-11T00:00:00,2017-07-11T00:00:00
Street Resurfacing,5100,5459,S,NARRAGANSETT,AVE,2011-07-11T00:00:00,2017-09-02T00:00:00
Street Resurfacing,5500,5557,S,HAMLIN,AVE,2013-08-06T00:00:00,2018-08-06T00:00:00
Street Construction,1500,1559,S,LOOMIS,ST,2012-06-20T00:00:00,2022-06-20T00:00:00
Street Resurfacing,850,921,N,MIES VAN DER ROHE,WAY,2012-04-05T00:00:00,2017-04-05T00:00:00
Street Resurfacing,6436,6975,W,WABANSIA,AVE,2011-08-14T00:00:00,2017-08-25T00:00:00
Street Resurfacing,5800,5875,N,KENNETH,AVE,2011-10-28T00:00:00,2016-10-28T00:00:00
Street Resurfacing,3500,3641,S,MORGAN,ST,2012-07-23T00:00:00,2017-07-11T00:00:00
Street Resurfacing,2000,2059,W,EVERGREEN,AVE,2012-04-09T00:00:00,2017-04-09T00:00:00
Street Resurfacing,1700,1859,N,NEW ENGLAND,AVE,2011-08-14T00:00:00,2016-10-29T00:00:00
Street Resurfacing,8200,8256,S,THROOP,ST,2014-12-22T00:00:00,2019-12-22T00:00:00
Street Resurfacing,6072,6145,N,NICKERSON,AVE,2012-02-14T00:00:00,2017-02-14T00:00:00
Street Resurfacing,2300,2600,N,NEWCASTLE,AVE,2015-06-19T00:00:00,2020-06-19T00:00:00
Street Resurfacing,11000,11059,S,TALMAN,AVE,2013-07-02T00:00:00,2018-07-02T00:00:00
Street Resurfacing,1200,1225,W,61ST,ST,2015-08-14T00:00:00,2020-08-14T00:00:00
Street Resurfacing,7301,7559,S,DANTE,AVE,2012-10-17T00:00:00,2017-10-12T00:00:00
Street Resurfacing,2600,2759,N,CANNON,DR,2012-04-13T00:00:00,2017-04-13T00:00:00
Street Resurfacing,1100,1173,E,64TH,ST,2011-08-11T00:00:00,2016-12-01T00:00:00
Street Resurfacing,2400,2785,N,LINCOLN,AVE,2014-10-14T00:00:00,2019-10-13T00:00:00
Street Resurfacing,3700,3759,W,30TH,ST,2011-08-22T00:00:00,2016-07-22T00:00:00
Street Resurfacing,4100,4159,N,HARDING,AVE,2014-09-04T00:00:00,2019-09-04T00:00:00
Street Resurfacing,700,759,W,34TH,ST,2011-07-11T00:00:00,2017-08-17T00:00:00
Street Resurfacing,700,732,W,SCHUBERT,AVE,2014-12-02T00:00:00,2018-12-02T00:00:00
Street Resurfacing,11350,11459,S,FOREST,AVE,2013-07-12T00:00:00,2018-06-13T00:00:00
Traffic Restriction,1,733,W,GRAND,AVE,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,1600,1726,W,KINZIE,ST,2011-07-25T00:00:00,2016-10-26T00:00:00
Traffic Restriction,1,889,N,WABASH,AVE,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,2001,2059,W,70TH,ST,2012-10-11T00:00:00,2017-10-01T00:00:00
Street Resurfacing,100,167,E,115TH,ST,2014-06-13T00:00:00,2019-06-13T00:00:00
Street Resurfacing,100,237,E,CULLERTON,ST,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,6200,6259,W,MELROSE,ST,2012-11-09T00:00:00,2017-11-09T00:00:00
Street Resurfacing,200,331,N,CENTRAL PARK,AVE,2013-08-27T00:00:00,2018-08-27T00:00:00
Street Resurfacing,1600,1770,E,57TH,ST,2014-09-02T00:00:00,2019-09-01T00:00:00
Street Resurfacing,7600,7600,S,CREGIER,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Construction,1440,1451,W,WABANSIA,AVE,2013-05-05T00:00:00,2023-05-15T00:00:00
Street Resurfacing,641,705,N,MORGAN,ST,2014-07-15T00:00:00,2019-07-15T00:00:00
Street Resurfacing,10200,10259,S,HOXIE,AVE,2012-07-05T00:00:00,2017-07-05T00:00:00
Street Resurfacing,2132,2167,N,BELL,AVE,2012-07-13T00:00:00,2017-07-13T00:00:00
Street Resurfacing,100,301,E,97TH,ST,2015-10-20T00:00:00,2020-10-20T00:00:00
Street Resurfacing,4800,4959,S,LA CROSSE,AVE,2011-07-24T00:00:00,2017-09-09T00:00:00
Street Resurfacing,3800,4059,N,RAVENSWOOD,AVE,2011-08-01T00:00:00,2016-10-07T00:00:00
Street Resurfacing,1550,1553,W,ARDMORE,AVE,2011-08-01T00:00:00,2018-06-01T00:00:00
Street Resurfacing,8900,9059,S,LEAVITT,ST,2011-07-31T00:00:00,2017-07-29T00:00:00
Street Resurfacing,8900,9059,S,LEAVITT,ST,2011-07-31T00:00:00,2017-07-29T00:00:00
Street Resurfacing,12100,12159,S,LAFLIN,ST,2015-06-26T00:00:00,2020-06-26T00:00:00
Street Resurfacing,1600,1857,W,33RD,PL,2011-08-09T00:00:00,2016-09-25T00:00:00
Street Resurfacing,11700,11759,S,LOOMIS,ST,2014-08-19T00:00:00,2019-08-19T00:00:00
Street Resurfacing,6701,6859,S,PRAIRIE,AVE,2013-06-28T00:00:00,2018-05-09T00:00:00
Street Resurfacing,9300,9359,S,LEAVITT,ST,2012-09-06T00:00:00,2017-09-06T00:00:00
Street Resurfacing,7900,7959,S,PEORIA,ST,2011-12-02T00:00:00,2016-11-18T00:00:00
Street Resurfacing,10600,10659,S,AVENUE J,,2015-09-16T00:00:00,2020-09-16T00:00:00
Street Resurfacing,4732,4959,N,OAKLEY,AVE,2011-07-25T00:00:00,2016-11-12T00:00:00
Street Resurfacing,4300,4531,S,OAKLEY,AVE,2012-05-25T00:00:00,2017-05-08T00:00:00
Street Resurfacing,2100,2359,W,24TH,ST,2014-04-14T00:00:00,2019-04-14T00:00:00
Traffic Restriction,119,199,E,SOUTH WATER LOWER,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,4400,4759,S,KILPATRICK,AVE,2011-07-20T00:00:00,2017-09-20T00:00:00
Street Resurfacing,1836,1859,W,DICKENS,AVE,2013-10-07T00:00:00,2018-10-07T00:00:00
Street Resurfacing,2000,2059,W,57TH,ST,2011-10-28T00:00:00,2016-10-12T00:00:00
Street Resurfacing,4700,4759,W,MONROE,ST,2011-12-02T00:00:00,2016-11-25T00:00:00
Street Resurfacing,2200,2359,N,JANSSEN,AVE,2012-06-02T00:00:00,2017-06-02T00:00:00
Street Resurfacing,4602,4757,N,KENNETH,AVE,2014-10-27T00:00:00,2019-10-27T00:00:00
Street Resurfacing,2832,2859,N,GREENVIEW,AVE,2013-10-18T00:00:00,2018-10-18T00:00:00
Street Resurfacing,3701,3753,S,HOMAN,AVE,2012-10-09T00:00:00,2017-10-09T00:00:00
Street Resurfacing,3500,3657,W,61ST,ST,2012-05-11T00:00:00,2017-05-11T00:00:00
Street Construction,8300,9363,S,STONY ISLAND,AVE,2012-11-29T00:00:00,2017-11-29T00:00:00
Street Construction,3500,3921,S,RACINE,AVE,2011-09-22T00:00:00,2018-09-22T00:00:00
Street Resurfacing,3100,3500,S,INDIANA,AVE,2012-10-05T00:00:00,2017-10-05T00:00:00
Street Resurfacing,3301,3559,N,SEELEY,AVE,2012-05-01T00:00:00,2017-04-20T00:00:00
Street Resurfacing,12301,12359,S,PERRY,AVE,2012-10-11T00:00:00,2017-08-20T00:00:00
Street Resurfacing,1400,1573,S,SACRAMENTO,AVE,2014-11-03T00:00:00,2019-11-02T00:00:00
Street Construction,1600,1645,W,BEVERLY GLEN,PKWY,2015-09-11T00:00:00,2025-08-24T00:00:00
Street Resurfacing,3200,3259,W,65TH,PL,2011-10-28T00:00:00,2016-10-11T00:00:00
Street Resurfacing,1600,1659,E,84TH,PL,2015-07-16T00:00:00,2020-07-16T00:00:00
Street Resurfacing,2000,2061,W,SHAKESPEARE,AVE,2015-07-27T00:00:00,2020-07-27T00:00:00
Street Resurfacing,4332,4427,W,54TH,ST,2011-07-20T00:00:00,2017-08-30T00:00:00
Street Resurfacing,3732,3799,W,78TH,PL,2014-07-09T00:00:00,2019-07-09T00:00:00
Street Resurfacing,12700,12759,S,MUSKEGON,AVE,2012-07-19T00:00:00,2017-07-19T00:00:00
Street Resurfacing,1600,1731,S,MORGAN,ST,2011-08-18T00:00:00,2016-08-04T00:00:00
Street Resurfacing,2600,2759,N,MARSHFIELD,AVE,2012-08-30T00:00:00,2017-08-30T00:00:00
Street Resurfacing,1600,2259,S,INDIANA,AVE,2011-02-09T00:00:00,2016-02-09T00:00:00
Street Resurfacing,5201,5400,W,HIRSCH,ST,2012-09-25T00:00:00,2017-08-31T00:00:00
Street Resurfacing,1300,1363,N,GREENVIEW,AVE,2011-07-14T00:00:00,2016-07-14T00:00:00
Street Resurfacing,800,859,W,DIVERSEY,AVE,2015-01-27T00:00:00,2019-09-09T00:00:00
Street Resurfacing,5100,5159,W,FULTON,ST,2013-06-07T00:00:00,2018-06-07T00:00:00
Street Resurfacing,3400,3461,N,ORANGE,AVE,2014-10-10T00:00:00,2019-10-10T00:00:00
Street Resurfacing,5600,5659,N,KENMORE,AVE,2015-05-22T00:00:00,2020-05-22T00:00:00
Street Resurfacing,1,87,E,SCOTT,ST,2012-05-14T00:00:00,2017-05-14T00:00:00
Street Resurfacing,400,459,W,61ST,ST,2015-10-28T00:00:00,2020-10-28T00:00:00
Street Resurfacing,2600,2659,W,69TH,ST,2014-09-18T00:00:00,2019-09-18T00:00:00
Street Resurfacing,5454,5493,N,MENARD,AVE,2012-05-30T00:00:00,2017-05-30T00:00:00
Street Construction,728,1033,S,LARAMIE,AVE,2012-05-14T00:00:00,2021-12-31T00:00:00
Street Resurfacing,2000,2061,W,CHARLESTON,ST,2012-07-16T00:00:00,2017-07-16T00:00:00
Street Resurfacing,800,853,N,MICHIGAN,AVE,2011-08-16T00:00:00,2017-05-04T00:00:00
Street Resurfacing,7800,7927,S,HOYNE,AVE,2011-08-08T00:00:00,2017-12-08T00:00:00
Street Resurfacing,600,659,E,68TH,ST,2015-10-29T00:00:00,2020-10-29T00:00:00
Street Resurfacing,2200,2259,W,LYNDALE,ST,2012-07-13T00:00:00,2017-07-13T00:00:00
Street Resurfacing,2210,2559,S,ST LOUIS,AVE,2015-01-12T00:00:00,2019-01-03T00:00:00
Street Resurfacing,6000,6059,W,SCHUBERT,AVE,2013-06-20T00:00:00,2018-06-20T00:00:00
Street Resurfacing,200,349,W,24TH,PL,2013-10-15T00:00:00,2018-10-15T00:00:00
Street Resurfacing,200,349,W,24TH,PL,2013-10-15T00:00:00,2018-10-15T00:00:00
Street Resurfacing,1601,1727,S,CARPENTER,ST,2013-07-01T00:00:00,2018-05-16T00:00:00
Street Resurfacing,9900,10045,S,CHARLES,ST,2011-08-01T00:00:00,2016-12-02T00:00:00
Street Resurfacing,800,849,E,SOLIDARITY,DR,2013-11-05T00:00:00,2018-11-05T00:00:00
Street Resurfacing,11701,11859,S,MORGAN,ST,2013-09-05T00:00:00,2018-07-10T00:00:00
Street Resurfacing,9900,10059,S,EGGLESTON,AVE,2014-09-03T00:00:00,2019-09-03T00:00:00
Street Resurfacing,7101,7159,S,UNIVERSITY,AVE,2013-07-01T00:00:00,2018-05-17T00:00:00
Street Resurfacing,8900,8959,S,BLACKSTONE,AVE,2015-07-15T00:00:00,2020-07-15T00:00:00
Street Resurfacing,7100,7137,N,OAKLEY,AVE,2014-05-29T00:00:00,2019-05-29T00:00:00
Traffic Restriction,1,741,W,RANDOLPH,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,5600,5659,S,RUTHERFORD,AVE,2012-06-26T00:00:00,2017-06-26T00:00:00
Street Resurfacing,5608,5731,W,CATALPA,AVE,2011-08-01T00:00:00,2017-11-08T00:00:00
Street Resurfacing,1900,1959,W,RACE,AVE,2011-08-18T00:00:00,2016-07-13T00:00:00
Street Resurfacing,1900,1959,W,RACE,AVE,2011-08-18T00:00:00,2016-07-13T00:00:00
Street Resurfacing,4500,4531,W,CONGRESS,PKWY,2014-08-01T00:00:00,2019-08-01T00:00:00
Street Construction,3601,3735,N,KILBOURN,AVE,2006-11-01T00:00:00,2016-11-01T00:00:00
Street Resurfacing,5500,5958,S,HALSTED,ST,2011-08-19T00:00:00,2021-08-19T00:00:00
Street Resurfacing,5201,5227,W,PALMER,ST,2014-07-21T00:00:00,2019-07-21T00:00:00
Street Resurfacing,3232,3259,N,RAVENSWOOD,AVE,2015-08-04T00:00:00,2020-08-04T00:00:00
Street Resurfacing,1,379,E,83RD,ST,2013-07-29T00:00:00,2018-07-29T00:00:00
Street Resurfacing,1900,1959,N,PAULINA,ST,2012-07-12T00:00:00,2017-07-12T00:00:00
Street Resurfacing,1901,2524,S,OAKLEY,AVE,2012-05-11T00:00:00,2017-05-08T00:00:00
Street Resurfacing,7564,7564,S,GREENWOOD,AVE,2015-06-26T00:00:00,2020-06-26T00:00:00
Street Resurfacing,332,361,W,CHESTNUT,ST,2011-07-25T00:00:00,2017-08-06T00:00:00
Street Resurfacing,5300,5461,S,MEADE,AVE,2011-07-11T00:00:00,2017-09-02T00:00:00
Street Resurfacing,1200,1561,W,35TH,ST,2014-07-02T00:00:00,2019-07-02T00:00:00
Street Resurfacing,200,329,N,RACINE,AVE,2015-09-30T00:00:00,2020-09-30T00:00:00
Street Resurfacing,1900,1959,N,WOLCOTT,AVE,2013-09-16T00:00:00,2018-09-16T00:00:00
Street Resurfacing,1900,1959,N,WOLCOTT,AVE,2013-09-16T00:00:00,2018-09-16T00:00:00
Street Resurfacing,4600,4659,S,FAIRFIELD,AVE,2015-10-08T00:00:00,2020-06-05T00:00:00
Street Resurfacing,3700,3824,E,109TH,ST,2015-09-18T00:00:00,2020-09-18T00:00:00
Street Resurfacing,701,758,E,69TH,ST,2015-07-28T00:00:00,2020-07-28T00:00:00
Street Resurfacing,5838,5975,N,KILPATRICK,AVE,2011-09-20T00:00:00,2016-09-20T00:00:00
Street Resurfacing,10701,10839,S,DREW,ST,2012-06-07T00:00:00,2017-06-05T00:00:00
Street Resurfacing,4301,4400,S,ARCHER,AVE,2013-07-01T00:00:00,2018-06-10T00:00:00
Street Resurfacing,800,1021,S,LAFLIN,ST,2012-10-08T00:00:00,2017-10-08T00:00:00
Street Resurfacing,2400,2459,N,CAMPBELL,AVE,2011-08-18T00:00:00,2016-07-07T00:00:00
Street Resurfacing,6400,6559,N,RICHMOND,ST,2011-07-23T00:00:00,2017-08-10T00:00:00
Street Resurfacing,3700,3713,W,GLENLAKE,AVE,2015-09-14T00:00:00,2020-09-14T00:00:00
Street Resurfacing,3800,3959,N,CLAREMONT,AVE,2011-07-25T00:00:00,2016-11-18T00:00:00
Street Resurfacing,3700,3759,W,85TH,PL,2015-08-04T00:00:00,2020-08-04T00:00:00
Median Landscaped,8300,9059,S,WESTERN,AVE,1999-12-15T00:00:00,2030-12-15T00:00:00
Street Resurfacing,2300,2325,W,105TH,ST,2014-07-31T00:00:00,2019-07-31T00:00:00
Street Resurfacing,3900,4120,N,CICERO,AVE,2011-08-12T00:00:00,2016-08-12T00:00:00
Street Resurfacing,432,457,W,90TH,ST,2013-07-23T00:00:00,2018-07-23T00:00:00
Street Resurfacing,2465,2685,N,BURLING,ST,2014-12-02T00:00:00,2018-12-02T00:00:00
Street Resurfacing,5600,5759,S,EMERALD,AVE,2013-07-29T00:00:00,2018-07-29T00:00:00
Street Resurfacing,4801,4959,N,CHRISTIANA,AVE,2012-10-10T00:00:00,2017-10-01T00:00:00
Street Resurfacing,1600,1895,S,SACRAMENTO,AVE,2012-05-14T00:00:00,2017-05-14T00:00:00
Street Resurfacing,400,459,W,117TH,ST,2015-10-28T00:00:00,2020-05-08T00:00:00
Street Resurfacing,2700,2728,W,IOWA,ST,2011-08-09T00:00:00,2016-08-13T00:00:00
Street Resurfacing,3632,3734,W,BELLE PLAINE,AVE,2012-05-11T00:00:00,2017-05-11T00:00:00
Street Resurfacing,8701,8957,S,BUFFALO,AVE,2012-12-28T00:00:00,2017-11-23T00:00:00
Street Resurfacing,500,625,W,45TH,ST,2011-08-09T00:00:00,2016-10-13T00:00:00
Street Resurfacing,2000,2026,W,COLUMBIA,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Traffic Restriction,900,921,E,53RD,ST,2009-02-27T00:00:00,2019-01-21T00:00:00
Street Resurfacing,2107,2341,W,35TH,ST,2015-09-23T00:00:00,2020-09-23T00:00:00
Street Resurfacing,2817,2941,E,77TH,ST,2013-08-20T00:00:00,2018-08-07T00:00:00
Street Resurfacing,801,935,N,HERMITAGE,AVE,2012-10-10T00:00:00,2017-07-30T00:00:00
Street Resurfacing,4400,4425,W,51ST,ST,2015-08-14T00:00:00,2020-08-07T00:00:00
Street Resurfacing,7900,9379,S,SOUTH CHICAGO,AVE,2012-08-01T00:00:00,2017-07-18T00:00:00
Street Resurfacing,1000,1124,W,LELAND,AVE,2011-08-15T00:00:00,2017-09-10T00:00:00
Street Resurfacing,5700,5859,S,MAY,ST,2015-01-12T00:00:00,2019-05-13T00:00:00
Street Resurfacing,1801,1801,S,WOOD,ST,2012-08-09T00:00:00,2017-08-02T00:00:00
Street Resurfacing,1801,1853,W,LARCHMONT,AVE,2012-10-31T00:00:00,2017-10-26T00:00:00
Street Resurfacing,6932,6957,W,BARRY,AVE,2013-09-04T00:00:00,2018-09-04T00:00:00
Street Resurfacing,11100,11230,S,LOOMIS,ST,2013-09-24T00:00:00,2018-09-24T00:00:00
Traffic Restriction,6700,6733,N,OLMSTED,AVE,2015-01-09T00:00:00,2024-12-31T00:00:00
Street Resurfacing,415,601,W,101ST,ST,2015-10-20T00:00:00,2020-10-20T00:00:00
Street Resurfacing,2000,2157,W,MONTROSE,AVE,2011-10-25T00:00:00,2016-10-25T00:00:00
Street Resurfacing,9300,9419,S,CRANDON,AVE,2011-07-18T00:00:00,2017-10-28T00:00:00
Street Resurfacing,9554,9559,S,PRAIRIE,AVE,2015-07-28T00:00:00,2020-07-28T00:00:00
Street Resurfacing,4700,5125,S,OAKLEY,AVE,2012-05-25T00:00:00,2017-05-08T00:00:00
Street Resurfacing,3100,3557,S,KEDZIE,AVE,2013-08-05T00:00:00,2018-08-05T00:00:00
Street Resurfacing,7700,7859,S,LUELLA,AVE,2011-07-19T00:00:00,2016-07-28T00:00:00
Street Resurfacing,2300,2357,W,ERIE,ST,2015-06-26T00:00:00,2020-06-26T00:00:00
Street Resurfacing,3600,3659,N,NEVA,AVE,2012-11-15T00:00:00,2017-11-15T00:00:00
Street Resurfacing,5400,5559,S,KOMENSKY,AVE,2011-07-24T00:00:00,2017-09-15T00:00:00
Street Resurfacing,2500,2641,W,105TH,ST,2013-07-05T00:00:00,2018-07-05T00:00:00
Street Resurfacing,4230,4277,W,WAVELAND,AVE,2014-09-26T00:00:00,2019-09-26T00:00:00
Street Resurfacing,2901,2959,S,DR MARTIN LUTHER KING JR,DR,2015-01-27T00:00:00,2020-01-27T00:00:00
Street Resurfacing,1226,1459,N,LAWNDALE,AVE,2012-08-21T00:00:00,2017-08-09T00:00:00
Street Resurfacing,4859,4959,W,SUPERIOR,ST,2012-05-11T00:00:00,2017-04-30T00:00:00
Traffic Restriction,504,629,W,TILDEN,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,1600,1859,N,CAMPBELL,AVE,2012-06-14T00:00:00,2017-06-14T00:00:00
Street Resurfacing,5801,6225,N,KIMBALL,AVE,2015-11-02T00:00:00,2020-11-20T00:00:00
Street Resurfacing,4500,5501,S,INDIANA,AVE,2012-06-22T00:00:00,2017-06-07T00:00:00
Street Construction,1,59,W,44TH,ST,2011-09-23T00:00:00,2020-12-01T00:00:00
Traffic Restriction,1600,2359,W,FULLERTON,AVE,2015-05-15T00:00:00,2015-12-31T00:00:00
Street Resurfacing,1,159,S,THROOP,ST,2011-07-25T00:00:00,2017-03-24T00:00:00
Street Resurfacing,5100,5261,S,WABASH,AVE,2014-05-08T00:00:00,2019-05-08T00:00:00
Street Resurfacing,3300,3559,N,HALSTED,ST,2012-10-26T00:00:00,2017-10-26T00:00:00
Street Resurfacing,7100,7358,S,WOLCOTT,AVE,2014-07-14T00:00:00,2019-07-14T00:00:00
Street Resurfacing,2641,2759,W,101ST,ST,2012-05-02T00:00:00,2017-05-02T00:00:00
Street Resurfacing,4704,4733,N,KASSON,AVE,2012-06-19T00:00:00,2018-06-19T00:00:00
Traffic Restriction,228,315,E,NORTH WATER LOWER,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,3100,3159,S,NORMAL,AVE,2011-07-11T00:00:00,2017-08-16T00:00:00
Traffic Restriction,1,351,W,CALHOUN,PL,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,1851,1973,N,KENMORE,AVE,2013-06-28T00:00:00,2018-04-30T00:00:00
Street Resurfacing,3500,3559,N,JANSSEN,AVE,2013-09-27T00:00:00,2018-09-27T00:00:00
Street Resurfacing,7533,7536,S,LAWNDALE,AVE,2011-10-04T00:00:00,2016-08-29T00:00:00
Street Resurfacing,6701,7063,S,EUCLID,AVE,2012-06-19T00:00:00,2017-06-14T00:00:00
Street Resurfacing,1500,1559,W,NORWOOD,ST,2011-12-01T00:00:00,2016-12-01T00:00:00
Street Resurfacing,1100,1257,N,OAKLEY,AVE,2012-05-11T00:00:00,2017-05-11T00:00:00
Street Resurfacing,2400,2660,S,CALIFORNIA,AVE,2013-09-30T00:00:00,2018-09-30T00:00:00
Street Resurfacing,2840,2961,S,FARRELL,ST,2011-12-02T00:00:00,2016-10-28T00:00:00
Street Resurfacing,5100,5259,S,RUTHERFORD,AVE,2011-07-20T00:00:00,2017-08-30T00:00:00
Street Resurfacing,1500,1548,W,FARWELL,AVE,2015-06-19T00:00:00,2020-06-19T00:00:00
Street Resurfacing,2030,2237,W,102ND,ST,2013-09-06T00:00:00,2018-09-06T00:00:00
Street Resurfacing,10201,10259,S,UNION,AVE,2012-05-11T00:00:00,2017-05-08T00:00:00
Street Resurfacing,1600,1779,W,OLIVE,AVE,2013-10-01T00:00:00,2018-10-01T00:00:00
Street Resurfacing,3400,3459,W,53RD,PL,2011-08-18T00:00:00,2016-08-08T00:00:00
Street Construction,441,659,E,85TH,ST,2006-07-01T00:00:00,2016-07-01T00:00:00
Traffic Restriction,1,89,E,ADAMS,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,3300,3359,W,BYRON,ST,2014-10-16T00:00:00,2019-10-16T00:00:00
Street Resurfacing,10843,10879,S,OAKLEY,AVE,2012-08-29T00:00:00,2017-08-29T00:00:00
Street Resurfacing,5900,6259,S,MAPLEWOOD,AVE,2014-07-14T00:00:00,2019-07-14T00:00:00
Street Resurfacing,2400,2459,W,GRENSHAW,ST,2013-06-12T00:00:00,2018-06-12T00:00:00
Street Resurfacing,1600,1669,N,HUMBOLDT,BLVD,2014-10-21T00:00:00,2019-10-21T00:00:00
Street Resurfacing,2900,2981,W,GREGORY,ST,2012-08-07T00:00:00,2017-08-07T00:00:00
Street Resurfacing,1201,1257,W,60TH,ST,2012-06-19T00:00:00,2017-06-12T00:00:00
Street Resurfacing,4800,4959,S,KIMBARK,AVE,2012-05-29T00:00:00,2017-05-29T00:00:00
Street Resurfacing,7100,7159,W,64TH,ST,2013-08-08T00:00:00,2018-08-08T00:00:00
Street Resurfacing,6000,6059,S,EBERHART,AVE,2012-10-18T00:00:00,2017-10-18T00:00:00
Traffic Restriction,4600,4657,N,BROADWAY,,2014-12-09T00:00:00,2017-12-31T00:00:00
Street Resurfacing,1700,1959,W,ROSCOE,ST,2011-08-18T00:00:00,2016-06-23T00:00:00
